Time,Real-time vehicle counting
2025-07-22 14:45:00,4863
2025-07-22 14:46:00,4873
2025-07-22 14:47:00,4879
2025-07-22 14:48:00,4888
2025-07-22 14:49:00,4896
2025-07-22 14:50:00,4900
2025-07-22 14:51:00,4910
2025-07-22 14:52:00,4918
2025-07-22 14:53:00,4926
2025-07-22 14:54:00,4934
2025-07-22 14:55:00,4938
2025-07-22 14:56:00,4946
2025-07-22 14:57:00,4951
2025-07-22 14:58:00,4956
2025-07-22 14:59:00,4957
2025-07-22 15:00:00,4965
2025-07-22 15:01:00,4966
2025-07-22 15:02:00,4968
2025-07-22 15:03:00,4970
2025-07-22 15:04:00,4975
2025-07-22 15:05:00,4980
2025-07-22 15:06:00,4981
2025-07-22 15:07:00,4988
2025-07-22 15:08:00,4990
2025-07-22 15:09:00,4996
2025-07-22 15:10:00,5004
2025-07-22 15:11:00,5005
2025-07-22 15:12:00,5009
2025-07-22 15:13:00,5011
2025-07-22 15:14:00,5014
2025-07-22 15:15:00,5016
2025-07-22 15:16:00,5024
2025-07-22 15:17:00,5029
2025-07-22 15:18:00,5030
2025-07-22 15:19:00,5037
2025-07-22 15:20:00,5040
2025-07-22 15:21:00,5047
2025-07-22 15:22:00,5057
2025-07-22 15:23:00,5059
2025-07-22 15:24:00,5066
2025-07-22 15:25:00,5076
2025-07-22 15:26:00,5079
2025-07-22 15:27:00,5087
2025-07-22 15:28:00,5089
2025-07-22 15:29:00,5096
2025-07-22 15:30:00,5101
2025-07-22 15:31:00,5106
2025-07-22 15:32:00,5114
2025-07-22 15:33:00,5115
2025-07-22 15:34:00,5124
2025-07-22 15:35:00,5129
2025-07-22 15:36:00,5136
2025-07-22 15:37:00,5142
2025-07-22 15:38:00,5152
2025-07-22 15:39:00,5158
2025-07-22 15:40:00,5159
2025-07-22 15:41:00,5162
2025-07-22 15:42:00,5167
2025-07-22 15:43:00,5175
2025-07-22 15:44:00,5184
2025-07-22 15:45:00,5185
2025-07-22 15:46:00,5188
2025-07-22 15:47:00,5197
2025-07-22 15:48:00,5199
2025-07-22 15:49:00,5207
2025-07-22 15:50:00,5212
2025-07-22 15:51:00,5221
2025-07-22 15:52:00,5227
2025-07-22 15:53:00,5233
2025-07-22 15:54:00,5235
2025-07-22 15:55:00,5242
2025-07-22 15:56:00,5245
2025-07-22 15:57:00,5251
2025-07-22 15:58:00,5259
2025-07-22 15:59:00,5263
2025-07-22 16:00:00,5271
2025-07-22 16:01:00,5277
2025-07-22 16:02:00,5282
2025-07-22 16:03:00,5288
2025-07-22 16:04:00,5298
2025-07-22 16:05:00,5307
2025-07-22 16:06:00,5314
2025-07-22 16:07:00,5317
2025-07-22 16:08:00,5319
2025-07-22 16:09:00,5321
2025-07-22 16:10:00,5323
2025-07-22 16:11:00,5326
2025-07-22 16:12:00,5328
2025-07-22 16:13:00,5335
2025-07-22 16:14:00,5345
2025-07-22 16:15:00,5351
2025-07-22 16:16:00,5361
2025-07-22 16:17:00,5363
2025-07-22 16:18:00,5369
2025-07-22 16:19:00,5379
2025-07-22 16:20:00,5384
2025-07-22 16:21:00,5393
2025-07-22 16:22:00,5395
2025-07-22 16:23:00,5399
2025-07-22 16:24:00,5400
2025-07-22 16:25:00,5405
2025-07-22 16:26:00,5409
2025-07-22 16:27:00,5415
2025-07-22 16:28:00,5418
2025-07-22 16:29:00,5423
2025-07-22 16:30:00,5427
2025-07-22 16:31:00,5437
2025-07-22 16:32:00,5439
2025-07-22 16:33:00,5448
2025-07-22 16:34:00,5454
2025-07-22 16:35:00,5455
2025-07-22 16:36:00,5462
2025-07-22 16:37:00,5468
2025-07-22 16:38:00,5470
2025-07-22 16:39:00,5477
2025-07-22 16:40:00,5484
2025-07-22 16:41:00,5492
2025-07-22 16:42:00,5500
2025-07-22 16:43:00,5510
2025-07-22 16:44:00,5517
2025-07-22 16:45:00,5524
2025-07-22 16:46:00,5533
2025-07-22 16:47:00,5534
2025-07-22 16:48:00,5536
2025-07-22 16:49:00,5543
2025-07-22 16:50:00,5547
2025-07-22 16:51:00,5554
2025-07-22 16:52:00,5562
2025-07-22 16:53:00,5565
2025-07-22 16:54:00,5570
2025-07-22 16:55:00,5577
2025-07-22 16:56:00,5579
2025-07-22 16:57:00,5585
2025-07-22 16:58:00,5586
2025-07-22 16:59:00,5595
2025-07-22 17:00:00,5600
2025-07-22 17:01:00,5606
2025-07-22 17:02:00,5608
2025-07-22 17:03:00,5618
2025-07-22 17:04:00,5624
2025-07-22 17:05:00,5629
2025-07-22 17:06:00,5633
2025-07-22 17:07:00,5640
2025-07-22 17:08:00,5645
2025-07-22 17:09:00,5648
2025-07-22 17:10:00,5651
2025-07-22 17:11:00,5653
2025-07-22 17:12:00,5662
2025-07-22 17:13:00,5669
2025-07-22 17:14:00,5677
2025-07-22 17:15:00,5678
2025-07-22 17:16:00,5684
2025-07-22 17:17:00,5692
2025-07-22 17:18:00,5693
2025-07-22 17:19:00,5702
2025-07-22 17:20:00,5705
2025-07-22 17:21:00,5708
2025-07-22 17:22:00,5717
2025-07-22 17:23:00,5718
2025-07-22 17:24:00,5723
2025-07-22 17:25:00,5731
2025-07-22 17:26:00,5733
2025-07-22 17:27:00,5742
2025-07-22 17:28:00,5744
2025-07-22 17:29:00,5753
2025-07-22 17:30:00,5759
2025-07-22 17:31:00,5765
2025-07-22 17:32:00,5768
2025-07-22 17:33:00,5774
2025-07-22 17:34:00,5779
2025-07-22 17:35:00,5786
2025-07-22 17:36:00,5791
2025-07-22 17:37:00,5792
2025-07-22 17:38:00,5794
2025-07-22 17:39:00,5800
2025-07-22 17:40:00,5801
2025-07-22 17:41:00,5807
2025-07-22 17:42:00,5814
2025-07-22 17:43:00,5820
2025-07-22 17:44:00,5824
2025-07-22 17:45:00,5829
2025-07-22 17:46:00,5837
2025-07-22 17:47:00,5842
2025-07-22 17:48:00,5849
2025-07-22 17:49:00,5850
2025-07-22 17:50:00,5859
2025-07-22 17:51:00,5860
2025-07-22 17:52:00,5864
2025-07-22 17:53:00,5866
2025-07-22 17:54:00,5867
2025-07-22 17:55:00,5872
2025-07-22 17:56:00,5876
2025-07-22 17:57:00,5883
2025-07-22 17:58:00,5889
2025-07-22 17:59:00,5893
2025-07-22 18:00:00,5898
2025-07-22 18:01:00,5906
2025-07-22 18:02:00,5911
2025-07-22 18:03:00,5919
2025-07-22 18:04:00,5921
2025-07-22 18:05:00,5929
2025-07-22 18:06:00,5937
2025-07-22 18:07:00,5946
2025-07-22 18:08:00,5956
2025-07-22 18:09:00,5966
2025-07-22 18:10:00,5976
2025-07-22 18:11:00,5979
2025-07-22 18:12:00,5981
2025-07-22 18:13:00,5982
2025-07-22 18:14:00,5988
2025-07-22 18:15:00,5993
2025-07-22 18:16:00,6002
2025-07-22 18:17:00,6004
2025-07-22 18:18:00,6014
2025-07-22 18:19:00,6019
2025-07-22 18:20:00,6029
2025-07-22 18:21:00,6038
2025-07-22 18:22:00,6048
2025-07-22 18:23:00,6052
2025-07-22 18:24:00,6058
2025-07-22 18:25:00,6063
2025-07-22 18:26:00,6064
2025-07-22 18:27:00,6066
2025-07-22 18:28:00,6071
2025-07-22 18:29:00,6076
2025-07-22 18:30:00,6081
2025-07-22 18:31:00,6083
2025-07-22 18:32:00,6087
2025-07-22 18:33:00,6096
2025-07-22 18:34:00,6101
2025-07-22 18:35:00,6108
2025-07-22 18:36:00,6113
2025-07-22 18:37:00,6117
2025-07-22 18:38:00,6120
2025-07-22 18:39:00,6128
2025-07-22 18:40:00,6131
2025-07-22 18:41:00,6138
2025-07-22 18:42:00,6147
2025-07-22 18:43:00,6148
2025-07-22 18:44:00,6157
2025-07-22 18:45:00,6160
2025-07-22 18:46:00,6167
2025-07-22 18:47:00,6176
2025-07-22 18:48:00,6186
2025-07-22 18:49:00,6191
2025-07-22 18:50:00,6201
2025-07-22 18:51:00,6203
2025-07-22 18:52:00,6206
2025-07-22 18:53:00,6207
2025-07-22 18:54:00,6209
2025-07-22 18:55:00,6215
2025-07-22 18:56:00,6216
2025-07-22 18:57:00,6224
2025-07-22 18:58:00,6227
2025-07-22 18:59:00,6233
2025-07-22 19:00:00,6241
2025-07-22 19:01:00,6242
2025-07-22 19:02:00,6244
2025-07-22 19:03:00,6248
2025-07-22 19:04:00,6254
2025-07-22 19:05:00,6256
2025-07-22 19:06:00,6263
2025-07-22 19:07:00,6270
2025-07-22 19:08:00,6280
2025-07-22 19:09:00,6284
2025-07-22 19:10:00,6292
2025-07-22 19:11:00,6296
2025-07-22 19:12:00,6298
2025-07-22 19:13:00,6306
2025-07-22 19:14:00,6314
2025-07-22 19:15:00,6322
2025-07-22 19:16:00,6323
2025-07-22 19:17:00,6329
2025-07-22 19:18:00,6338
2025-07-22 19:19:00,6342
2025-07-22 19:20:00,6351
2025-07-22 19:21:00,6352
2025-07-22 19:22:00,6356
2025-07-22 19:23:00,6362
2025-07-22 19:24:00,6367
2025-07-22 19:25:00,6371
2025-07-22 19:26:00,6372
2025-07-22 19:27:00,6377
2025-07-22 19:28:00,6386
2025-07-22 19:29:00,6396
2025-07-22 19:30:00,6402
2025-07-22 19:31:00,6411
2025-07-22 19:32:00,6415
2025-07-22 19:33:00,6419
2025-07-22 19:34:00,6426
2025-07-22 19:35:00,6433
2025-07-22 19:36:00,6434
2025-07-22 19:37:00,6436
2025-07-22 19:38:00,6443
2025-07-22 19:39:00,6450
2025-07-22 19:40:00,6460
2025-07-22 19:41:00,6468
2025-07-22 19:42:00,6476
2025-07-22 19:43:00,6478
2025-07-22 19:44:00,6485
2025-07-22 19:45:00,6486
2025-07-22 19:46:00,6488
2025-07-22 19:47:00,6490
2025-07-22 19:48:00,6497
2025-07-22 19:49:00,6500
2025-07-22 19:50:00,6508
2025-07-22 19:51:00,6514
2025-07-22 19:52:00,6519
2025-07-22 19:53:00,6520
2025-07-22 19:54:00,6528
2025-07-22 19:55:00,6529
2025-07-22 19:56:00,6538
2025-07-22 19:57:00,6546
2025-07-22 19:58:00,6552
2025-07-22 19:59:00,6554
2025-07-22 20:00:00,6555
2025-07-22 20:01:00,6564
2025-07-22 20:02:00,6565
2025-07-22 20:03:00,6567
2025-07-22 20:04:00,6572
2025-07-22 20:05:00,6573
2025-07-22 20:06:00,6583
2025-07-22 20:07:00,6592
2025-07-22 20:08:00,6600
2025-07-22 20:09:00,6606
2025-07-22 20:10:00,6610
2025-07-22 20:11:00,6615
2025-07-22 20:12:00,6623
2025-07-22 20:13:00,6625
2025-07-22 20:14:00,6628
2025-07-22 20:15:00,6635
2025-07-22 20:16:00,6643
2025-07-22 20:17:00,6647
2025-07-22 20:18:00,6652
2025-07-22 20:19:00,6654
2025-07-22 20:20:00,6663
2025-07-22 20:21:00,6670
2025-07-22 20:22:00,6671
2025-07-22 20:23:00,6673
2025-07-22 20:24:00,6676
2025-07-22 20:25:00,6683
2025-07-22 20:26:00,6689
2025-07-22 20:27:00,6691
2025-07-22 20:28:00,6696
2025-07-22 20:29:00,6697
2025-07-22 20:30:00,6703
2025-07-22 20:31:00,6707
2025-07-22 20:32:00,6717
2025-07-22 20:33:00,6718
2025-07-22 20:34:00,6720
2025-07-22 20:35:00,6726
2025-07-22 20:36:00,6736
2025-07-22 20:37:00,6741
2025-07-22 20:38:00,6745
2025-07-22 20:39:00,6752
2025-07-22 20:40:00,6754
2025-07-22 20:41:00,6760
2025-07-22 20:42:00,6761
2025-07-22 20:43:00,6765
2025-07-22 20:44:00,6771
2025-07-22 20:45:00,6775
2025-07-22 20:46:00,6778
2025-07-22 20:47:00,6782
2025-07-22 20:48:00,6790
2025-07-22 20:49:00,6800
2025-07-22 20:50:00,6804
2025-07-22 20:51:00,6813
2025-07-22 20:52:00,6820
2025-07-22 20:53:00,6830
2025-07-22 20:54:00,6837
2025-07-22 20:55:00,6846
2025-07-22 20:56:00,6849
2025-07-22 20:57:00,6858
2025-07-22 20:58:00,6866
2025-07-22 20:59:00,6867
2025-07-22 21:00:00,6870
2025-07-22 21:01:00,6875
2025-07-22 21:02:00,6880
2025-07-22 21:03:00,6889
2025-07-22 21:04:00,6893
2025-07-22 21:05:00,6895
2025-07-22 21:06:00,6901
2025-07-22 21:07:00,6904
2025-07-22 21:08:00,6910
2025-07-22 21:09:00,6911
2025-07-22 21:10:00,6919
2025-07-22 21:11:00,6925
2025-07-22 21:12:00,6926
2025-07-22 21:13:00,6935
2025-07-22 21:14:00,6940
2025-07-22 21:15:00,6944
2025-07-22 21:16:00,6953
2025-07-22 21:17:00,6962
2025-07-22 21:18:00,6971
2025-07-22 21:19:00,6976
2025-07-22 21:20:00,6978
2025-07-22 21:21:00,6980
2025-07-22 21:22:00,6986
2025-07-22 21:23:00,6992
2025-07-22 21:24:00,6995
2025-07-22 21:25:00,6996
2025-07-22 21:26:00,7001
2025-07-22 21:27:00,7003
2025-07-22 21:28:00,7006
2025-07-22 21:29:00,7008
2025-07-22 21:30:00,7011
2025-07-22 21:31:00,7013
2025-07-22 21:32:00,7020
2025-07-22 21:33:00,7026
2025-07-22 21:34:00,7034
2025-07-22 21:35:00,7038
2025-07-22 21:36:00,7040
2025-07-22 21:37:00,7046
2025-07-22 21:38:00,7050
2025-07-22 21:39:00,7055
2025-07-22 21:40:00,7058
2025-07-22 21:41:00,7067
2025-07-22 21:42:00,7074
2025-07-22 21:43:00,7079
2025-07-22 21:44:00,7080
2025-07-22 21:45:00,7089
2025-07-22 21:46:00,7094
2025-07-22 21:47:00,7100
2025-07-22 21:48:00,7101
2025-07-22 21:49:00,7105
2025-07-22 21:50:00,7112
2025-07-22 21:51:00,7121
2025-07-22 21:52:00,7131
2025-07-22 21:53:00,7138
2025-07-22 21:54:00,7144
2025-07-22 21:55:00,7149
2025-07-22 21:56:00,7155
2025-07-22 21:57:00,7160
2025-07-22 21:58:00,7165
2025-07-22 21:59:00,7173
2025-07-22 22:00:00,7174
2025-07-22 22:01:00,7180
2025-07-22 22:02:00,7190
2025-07-22 22:03:00,7199
2025-07-22 22:04:00,7201
2025-07-22 22:05:00,7202
2025-07-22 22:06:00,7207
2025-07-22 22:07:00,7216
2025-07-22 22:08:00,7217
2025-07-22 22:09:00,7226
2025-07-22 22:10:00,7230
2025-07-22 22:11:00,7231
2025-07-22 22:12:00,7239
2025-07-22 22:13:00,7244
2025-07-22 22:14:00,7252
2025-07-22 22:15:00,7260
2025-07-22 22:16:00,7261
2025-07-22 22:17:00,7270
2025-07-22 22:18:00,7280
2025-07-22 22:19:00,7282
2025-07-22 22:20:00,7289
2025-07-22 22:21:00,7297
2025-07-22 22:22:00,7304
2025-07-22 22:23:00,7312
2025-07-22 22:24:00,7321
2025-07-22 22:25:00,7323
2025-07-22 22:26:00,7330
2025-07-22 22:27:00,7332
2025-07-22 22:28:00,7335
2025-07-22 22:29:00,7339
2025-07-22 22:30:00,7343
2025-07-22 22:31:00,7348
2025-07-22 22:32:00,7354
2025-07-22 22:33:00,7358
2025-07-22 22:34:00,7363
2025-07-22 22:35:00,7368
2025-07-22 22:36:00,7378
2025-07-22 22:37:00,7379
2025-07-22 22:38:00,7384
2025-07-22 22:39:00,7388
2025-07-22 22:40:00,7389
2025-07-22 22:41:00,7393
2025-07-22 22:42:00,7400
2025-07-22 22:43:00,7405
2025-07-22 22:44:00,7414
2025-07-22 22:45:00,7420
2025-07-22 22:46:00,7421
2025-07-22 22:47:00,7428
2025-07-22 22:48:00,7438
2025-07-22 22:49:00,7448
2025-07-22 22:50:00,7455
2025-07-22 22:51:00,7461
2025-07-22 22:52:00,7466
2025-07-22 22:53:00,7472
2025-07-22 22:54:00,7480
2025-07-22 22:55:00,7483
2025-07-22 22:56:00,7484
2025-07-22 22:57:00,7494
2025-07-22 22:58:00,7497
2025-07-22 22:59:00,7502
2025-07-22 23:00:00,7510
2025-07-22 23:01:00,7516
2025-07-22 23:02:00,7517
2025-07-22 23:03:00,7526
2025-07-22 23:04:00,7536
2025-07-22 23:05:00,7539
2025-07-22 23:06:00,7540
2025-07-22 23:07:00,7544
2025-07-22 23:08:00,7547
2025-07-22 23:09:00,7549
2025-07-22 23:10:00,7556
2025-07-22 23:11:00,7560
2025-07-22 23:12:00,7564
2025-07-22 23:13:00,7566
2025-07-22 23:14:00,7570
2025-07-22 23:15:00,7574
2025-07-22 23:16:00,7576
2025-07-22 23:17:00,7580
2025-07-22 23:18:00,7590
2025-07-22 23:19:00,7598
2025-07-22 23:20:00,7603
2025-07-22 23:21:00,7610
2025-07-22 23:22:00,7619
2025-07-22 23:23:00,7622
2025-07-22 23:24:00,7625
2025-07-22 23:25:00,7632
2025-07-22 23:26:00,7634
2025-07-22 23:27:00,7640
2025-07-22 23:28:00,7646
2025-07-22 23:29:00,7656
2025-07-22 23:30:00,7658
2025-07-22 23:31:00,7666
2025-07-22 23:32:00,7673
2025-07-22 23:33:00,7674
2025-07-22 23:34:00,7676
2025-07-22 23:35:00,7684
2025-07-22 23:36:00,7685
2025-07-22 23:37:00,7694
2025-07-22 23:38:00,7701
2025-07-22 23:39:00,7704
2025-07-22 23:40:00,7713
2025-07-22 23:41:00,7717
2025-07-22 23:42:00,7724
2025-07-22 23:43:00,7731
2025-07-22 23:44:00,7741
2025-07-22 23:45:00,7749
2025-07-22 23:46:00,7757
2025-07-22 23:47:00,7767
2025-07-22 23:48:00,7768
2025-07-22 23:49:00,7777
2025-07-22 23:50:00,7781
2025-07-22 23:51:00,7787
2025-07-22 23:52:00,7792
2025-07-22 23:53:00,7800
2025-07-22 23:54:00,7805
2025-07-22 23:55:00,7814
2025-07-22 23:56:00,7821
2025-07-22 23:57:00,7830
2025-07-22 23:58:00,7831
2025-07-22 23:59:00,7835
2025-07-23 00:00:00,7836
2025-07-23 00:01:00,7837
2025-07-23 00:02:00,7845
2025-07-23 00:03:00,7854
2025-07-23 00:04:00,7862
2025-07-23 00:05:00,7870
2025-07-23 00:06:00,7876
2025-07-23 00:07:00,7886
2025-07-23 00:08:00,7893
2025-07-23 00:09:00,7896
2025-07-23 00:10:00,7905
2025-07-23 00:11:00,7910
2025-07-23 00:12:00,7918
2025-07-23 00:13:00,7923
2025-07-23 00:14:00,7932
2025-07-23 00:15:00,7933
2025-07-23 00:16:00,7943
2025-07-23 00:17:00,7951
2025-07-23 00:18:00,7952
2025-07-23 00:19:00,7960
2025-07-23 00:20:00,7963
2025-07-23 00:21:00,7971
2025-07-23 00:22:00,7975
2025-07-23 00:23:00,7985
2025-07-23 00:24:00,7990
2025-07-23 00:25:00,8000
2025-07-23 00:26:00,8004
2025-07-23 00:27:00,8006
2025-07-23 00:28:00,8014
2025-07-23 00:29:00,8021
2025-07-23 00:30:00,8031
2025-07-23 00:31:00,8035
2025-07-23 00:32:00,8043
2025-07-23 00:33:00,8053
2025-07-23 00:34:00,8056
2025-07-23 00:35:00,8061
2025-07-23 00:36:00,8070
2025-07-23 00:37:00,8076
2025-07-23 00:38:00,8079
2025-07-23 00:39:00,8085
2025-07-23 00:40:00,8092
2025-07-23 00:41:00,8097
2025-07-23 00:42:00,8104
2025-07-23 00:43:00,8106
2025-07-23 00:44:00,8108
2025-07-23 00:45:00,8117
2025-07-23 00:46:00,8123
2025-07-23 00:47:00,8129
2025-07-23 00:48:00,8130
2025-07-23 00:49:00,8140
2025-07-23 00:50:00,8149
2025-07-23 00:51:00,8159
2025-07-23 00:52:00,8163
2025-07-23 00:53:00,8169
2025-07-23 00:54:00,8170
2025-07-23 00:55:00,8176
2025-07-23 00:56:00,8181
2025-07-23 00:57:00,8189
2025-07-23 00:58:00,8190
2025-07-23 00:59:00,8192
2025-07-23 01:00:00,8201
2025-07-23 01:01:00,8206
2025-07-23 01:02:00,8216
2025-07-23 01:03:00,8224
2025-07-23 01:04:00,8226
2025-07-23 01:05:00,8231
2025-07-23 01:06:00,8236
2025-07-23 01:07:00,8245
2025-07-23 01:08:00,8251
2025-07-23 01:09:00,8256
2025-07-23 01:10:00,8259
2025-07-23 01:11:00,8264
2025-07-23 01:12:00,8267
2025-07-23 01:13:00,8271
2025-07-23 01:14:00,8281
2025-07-23 01:15:00,8288
2025-07-23 01:16:00,8293
2025-07-23 01:17:00,8299
2025-07-23 01:18:00,8302
2025-07-23 01:19:00,8308
2025-07-23 01:20:00,8315
2025-07-23 01:21:00,8324
2025-07-23 01:22:00,8325
2025-07-23 01:23:00,8332
2025-07-23 01:24:00,8335
2025-07-23 01:25:00,8343
2025-07-23 01:26:00,8345
2025-07-23 01:27:00,8349
2025-07-23 01:28:00,8354
2025-07-23 01:29:00,8355
2025-07-23 01:30:00,8362
2025-07-23 01:31:00,8364
2025-07-23 01:32:00,8370
2025-07-23 01:33:00,8380
2025-07-23 01:34:00,8383
2025-07-23 01:35:00,8392
2025-07-23 01:36:00,8394
2025-07-23 01:37:00,8399
2025-07-23 01:38:00,8401
2025-07-23 01:39:00,8405
2025-07-23 01:40:00,8415
2025-07-23 01:41:00,8421
2025-07-23 01:42:00,8429
2025-07-23 01:43:00,8430
2025-07-23 01:44:00,8440
2025-07-23 01:45:00,8444
2025-07-23 01:46:00,8448
2025-07-23 01:47:00,8456
2025-07-23 01:48:00,8465
2025-07-23 01:49:00,8468
2025-07-23 01:50:00,8471
2025-07-23 01:51:00,8472
2025-07-23 01:52:00,8477
2025-07-23 01:53:00,8484
2025-07-23 01:54:00,8488
2025-07-23 01:55:00,8492
2025-07-23 01:56:00,8502
2025-07-23 01:57:00,8507
2025-07-23 01:58:00,8511
2025-07-23 01:59:00,8513
2025-07-23 02:00:00,8523
2025-07-23 02:01:00,8528
2025-07-23 02:02:00,8531
2025-07-23 02:03:00,8535
2025-07-23 02:04:00,8540
2025-07-23 02:05:00,8549
2025-07-23 02:06:00,8552
2025-07-23 02:07:00,8557
2025-07-23 02:08:00,8567
2025-07-23 02:09:00,8573
2025-07-23 02:10:00,8582
2025-07-23 02:11:00,8586
2025-07-23 02:12:00,8593
2025-07-23 02:13:00,8597
2025-07-23 02:14:00,8601
2025-07-23 02:15:00,8603
2025-07-23 02:16:00,8606
2025-07-23 02:17:00,8608
2025-07-23 02:18:00,8609
2025-07-23 02:19:00,8611
2025-07-23 02:20:00,8621
2025-07-23 02:21:00,8622
2025-07-23 02:22:00,8629
2025-07-23 02:23:00,8631
2025-07-23 02:24:00,8637
2025-07-23 02:25:00,8641
2025-07-23 02:26:00,8646
2025-07-23 02:27:00,8654
2025-07-23 02:28:00,8655
2025-07-23 02:29:00,8661
2025-07-23 02:30:00,8663
2025-07-23 02:31:00,8671
2025-07-23 02:32:00,8677
2025-07-23 02:33:00,8680
2025-07-23 02:34:00,8682
2025-07-23 02:35:00,8692
2025-07-23 02:36:00,8702
2025-07-23 02:37:00,8704
2025-07-23 02:38:00,8709
2025-07-23 02:39:00,8712
2025-07-23 02:40:00,8713
2025-07-23 02:41:00,8714
2025-07-23 02:42:00,8717
2025-07-23 02:43:00,8725
2025-07-23 02:44:00,8734
2025-07-23 02:45:00,8743
2025-07-23 02:46:00,8753
2025-07-23 02:47:00,8755
2025-07-23 02:48:00,8756
2025-07-23 02:49:00,8765
2025-07-23 02:50:00,8775
2025-07-23 02:51:00,8778
2025-07-23 02:52:00,8783
2025-07-23 02:53:00,8786
2025-07-23 02:54:00,8788
2025-07-23 02:55:00,8789
2025-07-23 02:56:00,8796
2025-07-23 02:57:00,8797
2025-07-23 02:58:00,8801
2025-07-23 02:59:00,8811
2025-07-23 03:00:00,8812
2025-07-23 03:01:00,8822
2025-07-23 03:02:00,8827
2025-07-23 03:03:00,8833
2025-07-23 03:04:00,8839
2025-07-23 03:05:00,8841
2025-07-23 03:06:00,8845
2025-07-23 03:07:00,8850
2025-07-23 03:08:00,8854
2025-07-23 03:09:00,8860
2025-07-23 03:10:00,8868
2025-07-23 03:11:00,8870
2025-07-23 03:12:00,8879
2025-07-23 03:13:00,8888
2025-07-23 03:14:00,8893
2025-07-23 03:15:00,8898
2025-07-23 03:16:00,8907
2025-07-23 03:17:00,8908
2025-07-23 03:18:00,8911
2025-07-23 03:19:00,8919
2025-07-23 03:20:00,8922
2025-07-23 03:21:00,8926
2025-07-23 03:22:00,8928
2025-07-23 03:23:00,8930
2025-07-23 03:24:00,8933
2025-07-23 03:25:00,8940
2025-07-23 03:26:00,8941
2025-07-23 03:27:00,8944
2025-07-23 03:28:00,8946
2025-07-23 03:29:00,8953
2025-07-23 03:30:00,8962
2025-07-23 03:31:00,8968
2025-07-23 03:32:00,8973
2025-07-23 03:33:00,8982
2025-07-23 03:34:00,8991
2025-07-23 03:35:00,8995
2025-07-23 03:36:00,9005
2025-07-23 03:37:00,9015
2025-07-23 03:38:00,9019
2025-07-23 03:39:00,9027
2025-07-23 03:40:00,9031
2025-07-23 03:41:00,9034
2025-07-23 03:42:00,9042
2025-07-23 03:43:00,9044
2025-07-23 03:44:00,9054
2025-07-23 03:45:00,9056
2025-07-23 03:46:00,9066
2025-07-23 03:47:00,9073
2025-07-23 03:48:00,9083
2025-07-23 03:49:00,9090
2025-07-23 03:50:00,9097
2025-07-23 03:51:00,9100
2025-07-23 03:52:00,9103
2025-07-23 03:53:00,9104
2025-07-23 03:54:00,9108
2025-07-23 03:55:00,9111
2025-07-23 03:56:00,9114
2025-07-23 03:57:00,9122
2025-07-23 03:58:00,9125
2025-07-23 03:59:00,9129
2025-07-23 04:00:00,9131
2025-07-23 04:01:00,9140
2025-07-23 04:02:00,9147
2025-07-23 04:03:00,9150
2025-07-23 04:04:00,9153
2025-07-23 04:05:00,9160
2025-07-23 04:06:00,9168
2025-07-23 04:07:00,9176
2025-07-23 04:08:00,9180
2025-07-23 04:09:00,9189
2025-07-23 04:10:00,9194
2025-07-23 04:11:00,9199
2025-07-23 04:12:00,9208
2025-07-23 04:13:00,9214
2025-07-23 04:14:00,9221
2025-07-23 04:15:00,9229
2025-07-23 04:16:00,9239
2025-07-23 04:17:00,9247
2025-07-23 04:18:00,9248
2025-07-23 04:19:00,9251
2025-07-23 04:20:00,9252
2025-07-23 04:21:00,9258
2025-07-23 04:22:00,9265
2025-07-23 04:23:00,9274
2025-07-23 04:24:00,9279
2025-07-23 04:25:00,9282
2025-07-23 04:26:00,9286
2025-07-23 04:27:00,9292
2025-07-23 04:28:00,9301
2025-07-23 04:29:00,9307
2025-07-23 04:30:00,9317
2025-07-23 04:31:00,9318
2025-07-23 04:32:00,9323
2025-07-23 04:33:00,9332
2025-07-23 04:34:00,9338
2025-07-23 04:35:00,9339
2025-07-23 04:36:00,9349
2025-07-23 04:37:00,9350
2025-07-23 04:38:00,9351
2025-07-23 04:39:00,9358
2025-07-23 04:40:00,9359
2025-07-23 04:41:00,9361
2025-07-23 04:42:00,9366
2025-07-23 04:43:00,9376
2025-07-23 04:44:00,9382
2025-07-23 04:45:00,9383
2025-07-23 04:46:00,9388
2025-07-23 04:47:00,9394
2025-07-23 04:48:00,9398
2025-07-23 04:49:00,9403
2025-07-23 04:50:00,9407
2025-07-23 04:51:00,9416
2025-07-23 04:52:00,9421
2025-07-23 04:53:00,9431
2025-07-23 04:54:00,9437
2025-07-23 04:55:00,9446
2025-07-23 04:56:00,9451
2025-07-23 04:57:00,9452
2025-07-23 04:58:00,9461
2025-07-23 04:59:00,9462
2025-07-23 05:00:00,9468
2025-07-23 05:01:00,9473
2025-07-23 05:02:00,9476
2025-07-23 05:03:00,9483
2025-07-23 05:04:00,9492
2025-07-23 05:05:00,9499
2025-07-23 05:06:00,9505
2025-07-23 05:07:00,9507
2025-07-23 05:08:00,9510
2025-07-23 05:09:00,9518
2025-07-23 05:10:00,9526
2025-07-23 05:11:00,9535
2025-07-23 05:12:00,9536
2025-07-23 05:13:00,9546
2025-07-23 05:14:00,9556
2025-07-23 05:15:00,9561
2025-07-23 05:16:00,9563
2025-07-23 05:17:00,9571
2025-07-23 05:18:00,9575
